id1,id2,distance
1,2,5.250935390270632
1,3,5.2092188105386334
1,4,5.150016459821962
1,5,5.0747942292909025
1,6,4.985600925731182
1,7,4.885074511095291
1,8,4.776481379069404
1,9,4.663598094480481
1,10,4.550755136042866
1,11,4.442684965004219
1,12,4.3443635061895485
1,13,4.260767718771929
1,14,4.196541207451687
1,15,4.155620830224521
1,16,4.140812678220079
1,17,4.153533318554802
1,18,4.193567692975996
1,19,4.259117168462114
1,20,4.346987556377517
1,21,4.452918238506948
1,22,4.5719461337934835
1,23,4.698827110899871
1,24,4.828234090220923
1,25,4.955085503713038
1,26,5.074652515262028
1,27,5.18267195816657
1,28,5.2754024283938135
1,29,5.3496615391701505
1,30,5.402846500657258
1,31,5.43293930775184
1,32,5.438537203713548
1,33,5.418846691912102
1,34,5.373710904587335
1,35,5.303632818517152
1,36,5.20980646287632
1,37,5.094161084384747
1,38,4.95942466406445
1,39,4.809094528002703
1,40,4.647680147960377
1,41,4.480570265310925
1,42,4.314143417360933
1,43,4.155689465644316
1,44,4.013212741748284
1,45,3.8950302209239314
1,46,3.8090909429121775
1,47,3.762073880544763
1,48,3.7584086836500004
1,49,3.799510694092313
1,50,3.883507715778788
1,51,4.005582181560562
1,52,4.158750756404046
1,53,4.334799769775501
1,54,4.5251248816718395
1,55,4.721299175282729
1,56,4.915492103211513
1,57,5.1005913267736505
1,58,5.270291460956005
1,59,5.419090502670331
1,60,5.542264150025137
1,61,5.63583461589051
1,62,5.69654828980178
1,63,5.721848797603555
1,64,5.709882822394475
1,65,5.659496056000302
1,66,5.570252739676108
1,67,5.442469898187691
1,68,5.277271761638203
1,69,5.076671141140299
1,70,4.843685864017796
1,71,4.582528187755518
1,72,4.298863330579048
1,73,4.000207815034637
1,74,3.6964869674898058
1,75,3.4007464290254545
1,76,3.1298881987923437
1,77,2.9048645419037444
1,78,2.74913633764674
1,79,2.683959367692352
1,80,2.721100976616704
1,81,2.857628122067562
1,82,3.0774974216079825
1,83,3.3582519344290387
1,84,3.677264066440176
1,85,4.014821084692691
1,86,4.354746315280865
1,87,4.683959960578761
1,88,4.991830883443587
1,89,5.269620770592907
1,90,5.5100940146070085
1,91,5.707257587056509
1,92,5.85620208881855
1,93,5.953014872193835
1,94,5.994709508932549
1,95,5.979235135271509
1,96,5.905424029647861
1,97,5.772997616383632
1,98,5.582551632980705
1,99,5.335528206508193
1,100,5.034181552037649
1,101,4.681577095123691
1,102,4.281460551806567
1,103,3.8382357768422004
1,104,3.3569303866108466
1,105,2.8430342401999558
1,106,2.3024526018406504
1,107,1.7413949178773263
1,108,1.1662812328965086
1,109,0.5836771618819602
1,110,5.2742800037490865
1,111,0.5781807478887981
1,112,1.1446253818803687
1,113,1.6933126841131794
1,114,2.2185457575446983
1,115,2.7150273399978477
1,116,3.1779059314496187
1,117,3.6028276604243215
1,118,3.9859764448225405
1,119,4.324098992014958
1,120,4.614533742132891
1,121,4.8552196002146575
1,122,5.044705797103413
1,123,5.182156789256451
1,124,5.267348281057152
1,125,5.300665286195653
1,126,5.283088238296535
1,127,5.21619499056657
1,128,5.1021504754492275
1,129,4.943709009840909
1,130,4.7442301459330976
1,131,4.507715386019915
1,132,4.23887057164526
1,133,3.9432369062995365
1,134,3.6274056619220274
1,135,3.2993824063429718
1,136,2.9691865667312283
1,137,2.649762287559354
1,138,2.358190218584559
1,139,2.116645997708367
1,140,1.951178108319684
1,141,1.8850562906422
1,142,1.9272527359573393
1,143,2.066113156635856
1,144,2.2763049561354864
1,145,2.5306766536429324
1,146,2.8068562781876705
1,147,3.0882621142059463
1,148,3.362944400139375
1,149,3.6222797604147225
1,150,3.8598811972146527
1,151,4.071025696734064
1,152,4.252198924518111
1,153,4.400849633986402
1,154,4.515227372989286
1,155,4.594283598828824
1,156,4.63761153100343
1,157,4.6454028386763975
1,158,4.618429559781071
1,159,4.558034587200797
1,160,4.466132266716188
1,161,4.3452307008082345
1,162,4.198458503639329
1,163,4.029618154951352
1,164,3.843233272775929
1,165,3.6447694028007285
1,166,3.4405088811837516
1,167,3.237909920213932
1,168,3.045544500206889
1,169,2.873018360622558
1,170,2.730512109549485
1,171,2.627766609667809
1,172,2.572515158055085
1,173,2.568705777914929
1,174,2.6154422350448767
1,175,2.70715573952961
1,176,2.835052309298936
1,177,2.9889514476072527
1,178,3.1587765884530468
1,179,3.3354230169599224
1,180,3.51109884513045
1,181,3.6792913911807283
1,182,3.834776482971358
1,183,3.9733395758058663
1,184,4.09170486451274
1,185,4.187397028176867
1,186,4.258662756791448
1,187,4.304405064749685
1,188,4.324109821165885
1,189,4.317874042180126
1,190,4.286328148535848
1,191,4.230655436045689
1,192,4.1525886687485105
1,193,4.054422163976856
1,194,3.939020777753013
1,195,3.8098665993966887
1,196,3.6710082411082134
1,197,3.5272117680874575
1,198,3.383817783103625
1,199,3.2467327185185324
1,200,3.1222509922222126
1,201,3.0167269290527208
2,1,5.250935390270632
2,3,0.17472886069064264
2,4,0.3493541949146453
2,5,0.5221406409309086
2,6,0.6913611232626912
2,7,0.8553182417729088
2,8,1.0122919195949358
2,9,1.1607082313534525
2,10,1.2989983585070537
2,11,1.4256991241687742
2,12,1.5394445228902665
2,13,1.638984482575796
2,14,1.7232013976060634
2,15,1.7911024294531148
2,16,1.8419062351832816
2,17,1.8749110386110617
2,18,1.889644264258617
2,19,1.8858022094466456
2,20,1.8632703546826934
2,21,1.8221296385602892
2,22,1.7626729460046664
2,23,1.6853751777382744
2,24,1.5909778871543752
2,25,1.480438032895663
2,26,1.3549977718283968
2,27,1.216247096287691
2,28,1.0662673853709725
2,29,0.9079491171862275
2,30,0.7457503773287479
2,31,0.5877931778205834
2,32,0.45127244636451047
2,33,0.37343624247844504
2,34,0.3986835378316993
2,35,0.5148042323761529
2,36,0.6762031461363663
2,37,0.855463658943482
2,38,1.0399774851288706
2,39,1.2232501505394593
2,40,1.4010760566550124
2,41,1.5704278372200902
2,42,1.7288321810804888
2,43,1.8741796376287545
2,44,2.0046281407629722
2,45,2.118566060974786
2,46,2.2145986038043937
2,47,2.2915509562690985
2,48,2.3484705675487736
2,49,2.3846431675709514
2,50,2.39960947781329
2,51,2.393184041844112
2,52,2.3654763969355623
2,53,2.3169252675746383
2,54,2.2483395889939692
2,55,2.1609674311997322
2,56,2.056560175876809
2,57,1.9375327707838543
2,58,1.8071492088563053
2,59,1.6698395750091115
2,60,1.5316550446892472
2,61,1.4008562259948234
2,62,1.288452992020807
2,63,1.2080193721291972
2,64,1.1734600727575268
2,65,1.1942877495901774
2,66,1.271136151342715
2,67,1.3960170214706733
2,68,1.5568082165785129
2,69,1.7414827035255476
2,70,1.939963409034575
2,71,2.1442866428566214
2,72,2.348198430827934
2,73,2.5467057316918202
2,74,2.735732840890932
2,75,2.911900847374816
2,76,3.0723927119534005
2,77,3.2148714908957245
2,78,3.3374455919981467
2,79,3.4386629777876547
2,80,3.517511254436689
2,81,3.5734463236562783
2,82,3.606424892516212
2,83,3.6169453958045277
2,84,3.606102182155299
2,85,3.5756422751384123
2,86,3.5280345878324946
2,87,3.4665292427288423
2,88,3.3952160842834096
2,89,3.319047845731057
2,90,3.243800111340212
2,91,3.1759282526346624
2,92,3.1222509922222126
2,93,3.0894402643878016
2,94,3.083369483093797
2,95,3.1082833119088953
2,96,3.1662604524167888
2,97,3.256898938835685
2,98,3.3774813845339517
2,99,3.523476395405506
2,100,3.6892458737504064
2,101,3.8685163148062034
2,102,4.055190289467458
2,103,4.243516022827507
2,104,4.4281355127279225
2,105,4.604483773821275
2,106,4.768672031848298
2,107,4.917527538912267
2,108,5.048589971196602
2,109,5.160086760064502
2,110,0.1731174441225667
2,111,5.320670523137123
2,112,5.369464117957133
2,113,5.398072598194097
2,114,5.407803531381588
2,115,5.400479516721729
2,116,5.378389449862452
2,117,5.344229788752591
2,118,5.3010395867051825
2,119,5.252110651008904
2,120,5.200889916282729
2,121,5.150852323370742
2,122,5.105361225056654
2,123,5.067518411111247
2,124,5.040003838343683
2,125,5.024930275258643
2,126,5.023727223611128
2,127,5.0370653501905815
2,128,5.064835197605424
2,129,5.106191172605386
2,130,5.159637160439362
2,131,5.223161603653672
2,132,5.294384307054313
2,133,5.370714984548036
2,134,5.449492035019775
2,135,5.528117348944938
2,136,5.604148662885449
2,137,5.675385131982918
2,138,5.739921112424325
2,139,5.7961856639021
2,140,5.842962933280697
2,141,5.879408021466997
2,142,5.905042817840427
2,143,5.919753870196615
2,144,5.923780713283702
2,145,5.917691922103533
2,146,5.902366882573584
2,147,5.878962834516712
2,148,5.8488788904464055
2,149,5.813711977344599
2,150,5.775212105570908
2,151,5.735217329512283
2,152,5.695594837403005
2,153,5.658169688239018
2,154,5.624651699835649
2,155,5.596567525514136
2,156,5.575184779147788
2,157,5.561462660053075
2,158,5.556003976985942
2,159,5.559036003983591
2,160,5.570399227983376
2,161,5.589575177154687
2,162,5.615719158072526
2,163,5.647713652867171
2,164,5.684239802494875
2,165,5.723827899486162
2,166,5.764963788673455
2,167,5.806122164260407
2,168,5.8458398474556486
2,169,5.882770512711984
2,170,5.915724633703348
2,171,5.94370169274142
2,172,5.965915064121478
2,173,5.981815707052404
2,174,5.991085058941849
2,175,5.993653251664988
2,176,5.989685879762554
2,177,5.979576419207961
2,178,5.963926239161239
2,179,5.943528180732293
2,180,5.919331161072911
2,181,5.892422425487719
2,182,5.863963495202402
2,183,5.835175826536552
2,184,5.807278294414726
2,185,5.7814432009169865
2,186,5.758749204875757
2,187,5.740133529794913
2,188,5.72636796594518
2,189,5.717987448829619
2,190,5.715309225872707
2,191,5.71839809348087
2,192,5.727071475777827
2,193,5.740918662780525
2,194,5.759317189219829
2,195,5.78147319834361
2,196,5.806465934149185
2,197,5.833276736788953
2,198,5.860850575197807
2,199,5.888135553160166
2,200,5.914119464854328
2,201,5.9378742437180065
3,1,5.2092188105386334
3,2,0.17472886069064264
3,4,0.17637212687624426
3,5,0.3526510198843185
3,6,0.5270913414389768
3,7,0.6979607190976079
3,8,0.8634840671767662
3,9,1.0220202515146997
3,10,1.1719137635523058
3,11,1.3116002055751135
3,12,1.4395972685844642
3,13,1.5545245946257975
3,14,1.6551219146760399
3,15,1.740237697990335
3,16,1.8089370532119131
3,17,1.8603325694649437
3,18,1.8937730695099557
3,19,1.9087663343118768
3,20,1.9050029885848683
3,21,1.882364837950906
3,22,1.8409388480475335
3,23,1.7809934475345859
3,24,1.703046979183161
3,25,1.6078217173228784
3,26,1.4962925328755503
3,27,1.3697180835503084
3,28,1.2297123216640142
3,29,1.0783913005804062
3,30,0.9186899760665619
3,31,0.755217370139015
3,32,0.5961799713426308
3,33,0.45911425825444585
3,34,0.3814292493246552
3,35,0.4070964574914034
3,36,0.5239217699884687
3,37,0.6865756801084495
3,38,0.8674713646812672
3,39,1.0539022745806084
3,40,1.2391288358981605
3,41,1.4189553865863085
3,42,1.5902788058533164
3,43,1.7505877328347472
3,44,1.897738994480142
3,45,2.029863497007257
3,46,2.145325803435082
3,47,2.2427138806972526
3,48,2.3208324529129736
3,49,2.3787162809143276
3,50,2.4156422739626784
3,51,2.4311460435247922
3,52,2.42503852124232
3,53,2.397433851850428
3,54,2.348781254436049
3,55,2.279914507331049
3,56,2.192095951378475
3,57,2.087128432176834
3,58,1.9674760508839695
3,59,1.836477516325125
3,60,1.6986595129632924
3,61,1.5601853475561325
3,62,1.429436981696423
3,63,1.3175295454970601
3,64,1.2380145168454406
3,65,1.2046643139657536
3,66,1.2267810481657189
3,67,1.3049160204349166
3,68,1.4311747674330273
3,69,1.593557120630227
3,70,1.7800963519865827
3,71,1.980690923096597
3,72,2.18731573099006
3,73,2.3936428508715286
3,74,2.5946024627276874
3,75,2.7860529630421924
3,76,2.964560309190417
3,77,3.127257437776706
3,78,3.27176955658953
3,79,3.396181464290012
3,80,3.499019564670078
3,81,3.579266657833917
3,82,3.636384028494485
3,83,3.670342971307229
3,84,3.6816706622934348
3,85,3.671498941980407
3,86,3.6416271365701474
3,87,3.5945790111439546
3,88,3.5336677939822496
3,89,3.463043038502551
3,90,3.3877040600845554
3,91,3.3134540188116492
3,92,3.2467327185185324
3,93,3.1942937440997783
3,94,3.1627372948582595
3,95,3.1577423073311
3,96,3.1834353766420924
3,97,3.2417623694651065
3,98,3.332250521954943
3,99,3.452165351497954
3,100,3.5970452168609235
3,101,3.7611744273836303
3,102,3.9385199828324255
3,103,4.123049755070316
3,104,4.308909977325099
3,105,4.490931422840035
3,106,4.664570836159012
3,107,4.825988283263641
3,108,4.9720625075867
3,109,5.100374385762694
3,110,0.3461156035568174
3,111,5.297522094215358
3,112,5.364874550114344
3,113,5.411473703383855
3,114,5.438094650336144
3,115,5.446058684591907
3,116,5.437190895682443
3,117,5.413771014456737
3,118,5.378481044338345
3,119,5.334331298702883
3,120,5.284581987183677
3,121,5.232636863048035
3,122,5.181924022094648
3,123,5.135761712453475
3,124,5.097204893947236
3,125,5.068892645718602
3,126,5.052907928403285
3,127,5.050661087308213
3,128,5.062814909617908
3,129,5.0892705893862615
3,130,5.129198993581023
3,131,5.181134844578675
3,132,5.243098354160992
3,133,5.3127467117902185
3,134,5.387519990154076
3,135,5.464792800963471
3,136,5.541988552076752
3,137,5.616688237270552
3,138,5.686705704170319
3,139,5.750146063432136
3,140,5.8054415411184515
3,141,5.851380843465485
3,142,5.887113202013793
3,143,5.912156516369581
3,144,5.926391640741605
3,145,5.930044779139957
3,146,5.923675625811965
3,147,5.908150446672375
3,148,5.88461246333097
3,149,5.8544458590163
3,150,5.819236703300675
