id1,id2,distance
1,2,46.9148164229596
1,3,14.212670403551895
1,4,54.286278192559855
1,5,46.861498055439924
1,6,37.881393849751625
1,7,34.14674215792775
1,8,76.94803441284255
1,9,46.32493928760188
1,10,36.66060555964672
1,11,45.617978911828175
1,12,42.941821107167776
1,13,45.967379738244816
1,14,47.265209192385896
1,15,69.06518659932803
1,16,22.561028345356956
1,17,67.7421582177598
1,18,67.07458535093602
1,19,46.74398357008097
1,20,36.565010597564445
1,21,62.82515419798029
1,22,34.23448553724738
1,23,39.05124837953327
1,24,33.71943060017473
1,25,20.71231517720798
1,26,35.90264614203248
1,27,51.980765673468106
1,28,27.03701166919155
1,29,51.81698563212646
1,30,21.6794833886788
1,31,49.07137658554119
1,32,42.05948168962618
1,33,32.341923257592455
1,34,30.643106892089126
1,35,43.9203825119955
1,36,45.639894828976104
1,37,41.44876355212541
1,38,65.90902821313632
1,39,65.29931086925804
1,40,26.645825188948457
1,41,58.9406481131655
1,42,57.784080852774665
1,43,31.52776554086889
1,44,42.20189569201838
1,45,25.019992006393608
1,46,34.48187929913333
1,47,61.66036003787198
1,48,67.3721010508059
1,49,83.86894538504703
1,50,61.14736298484179
1,51,44.41846462902562
1,52,41.88078318274385
1,53,59.42221806698232
1,54,18.681541692269406
1,55,65.66582063752801
1,56,42.17819341792628
1,57,30.01666203960727
1,58,61.56297588648554
1,59,54.89080068645383
1,60,48.13522618623496
1,61,43.68065933568311
1,62,31.064449134018133
1,63,66.34003316248794
1,64,32.63433774416144
1,65,38.704004960727254
1,66,72.39475119095306
1,67,35.34119409414458
1,68,58.42944463196617
1,69,54.0
1,70,43.69210454990696
1,71,60.174745533321534
1,72,62.44197306299666
1,73,25.019992006393608
1,74,30.789608636681304
1,75,48.641546028061235
1,76,36.68787265568828
1,77,30.675723300355934
1,78,14.866068747318506
1,79,70.8590149522275
1,80,38.17066936798463
1,81,28.861739379323623
1,82,58.60034129593445
1,83,67.09694478886502
1,84,68.4178339323893
1,85,53.33854141237835
1,86,28.653097563788805
1,87,66.05300901548695
1,88,48.05205510693585
1,89,74.31016081263719
1,90,35.73513677041127
1,91,50.049975024968795
1,92,36.069377593742864
1,93,69.35416353759881
1,94,36.27671429443411
1,95,57.323642591866054
1,96,27.073972741361768
1,97,27.27636339397171
1,98,36.359317925395686
1,99,76.8570100901668
1,100,67.88225099390856
2,1,46.9148164229596
2,3,46.184412955021955
2,4,39.42080668885405
2,5,34.0147027033899
2,6,22.22611077089287
2,7,76.16429609731846
2,8,44.98888751680797
2,9,37.16180835212409
2,10,81.73738434767778
2,11,54.8270006474912
2,12,42.485291572496
2,13,67.1863081289633
2,14,64.27285585688566
2,15,46.70117771534247
2,16,26.038433132583073
2,17,75.35250493513803
2,18,65.83312236253116
2,19,21.6794833886788
2,20,17.4928556845359
2,21,24.779023386727733
2,22,61.09828148156051
2,23,25.69046515733026
2,24,79.23383115816122
2,25,38.44476557348217
2,26,64.62197768561404
2,27,57.62811813689564
2,28,39.87480407475377
2,29,65.1766829472013
2,30,26.40075756488817
2,31,41.38840417314975
2,32,38.67815921162743
2,33,77.44029958619737
2,34,48.228622207149975
2,35,29.966648127543394
2,36,72.56721022610694
2,37,77.87810988975015
2,38,39.45883931389772
2,39,53.33854141237835
2,40,21.42428528562855
2,41,27.367864366808018
2,42,54.46099521676041
2,43,40.06245124802026
2,44,57.94825277780168
2,45,34.36568055487916
2,46,12.806248474865697
2,47,74.70609078247904
2,48,52.01922721455981
2,49,56.859475903318
2,50,16.911534525287763
2,51,8.48528137423857
2,52,82.58934555982388
2,53,51.12729212465687
2,54,53.79591062525106
2,55,69.80687645210892
2,56,70.66823897621902
2,57,21.633307652783937
2,58,31.160872901765767
2,59,29.46183972531247
2,60,77.69169839822013
2,61,44.955533585978046
2,62,76.26270385975047
2,63,25.573423705088842
2,64,36.359317925395686
2,65,23.515952032609693
