8.0	-28.0	-4.0
8.0	-19.0	7.0
11.0	-24.0	14.0
7.0	-34.0	24.0
-8.0	-26.0	18.0
-13.0	-27.0	13.0
-16.0	-29.0	3.0
-17.0	-36.0	8.0
-5.0	-20.0	10.0
-3.0	-20.0	2.0
-11.0	-16.0	-2.0
-9.0	-18.0	-13.0
-13.0	-15.0	-14.0
-20.0	-10.0	-13.0
-21.0	-8.0	-10.0
-22.0	-10.0	-9.0
-32.0	-10.0	-11.0
-34.0	-5.0	-8.0
-30.0	-2.0	-13.0
-38.0	-8.0	-24.0
-26.0	-19.0	-14.0
-30.0	-29.0	-26.0
-21.0	-40.0	-23.0
-4.0	-25.0	-33.0
-1.0	-8.0	-33.0
-10.0	-4.0	-29.0
6.0	3.0	-14.0
12.0	8.0	-2.0
-6.0	7.0	2.0
-12.0	2.0	-3.0
-10.0	-4.0	-5.0
-17.0	-1.0	5.0
-32.0	-7.0	8.0
-28.0	-17.0	5.0
-28.0	-10.0	20.0
-20.0	-12.0	23.0
-21.0	-4.0	23.0
-18.0	3.0	23.0
-12.0	-6.0	28.0
-8.0	-13.0	36.0
3.0	-11.0	21.0
2.0	5.0	24.0
-2.0	20.0	17.0
-7.0	23.0	7.0
-7.0	38.0	6.0
1.0	39.0	-5.0
-8.0	39.0	-9.0
-8.0	36.0	-20.0
-19.0	27.0	-10.0
-25.0	33.0	-4.0
-24.0	39.0	-7.0
-24.0	36.0	7.0
-32.0	36.0	11.0
-35.0	36.0	29.0
-23.0	33.0	31.0
-24.0	14.0	11.0
-35.0	17.0	-9.0
-39.0	11.0	-7.0
-32.0	21.0	-24.0
-29.0	15.0	-31.0
-19.0	20.0	-25.0
-23.0	26.0	-29.0
-14.0	24.0	-38.0
-4.0	33.0	-38.0
7.0	28.0	-26.0
9.0	31.0	-11.0
23.0	37.0	-11.0
26.0	23.0	-23.0
31.0	19.0	-30.0
21.0	10.0	-37.0
24.0	-3.0	-34.0
18.0	-7.0	-24.0
16.0	-8.0	-26.0
28.0	-14.0	-28.0
32.0	-17.0	-10.0
23.0	-8.0	-5.0
33.0	-3.0	19.0
33.0	-1.0	23.0
19.0	5.0	28.0
24.0	17.0	35.0
19.0	24.0	38.0
13.0	29.0	29.0
11.0	29.0	5.0
26.0	34.0	8.0
28.0	18.0	9.0
-6.0	19.0	-14.0
-24.0	-22.0	24.0
-31.0	-36.0	39.0
-40.0	-14.0	38.0
-38.0	-34.0	12.0
13.0	-10.0	38.0
26.0	-16.0	39.0
30.0	-25.0	31.0
40.0	-27.0	23.0
40.0	-36.0	12.0
34.0	-37.0	13.0
32.0	-38.0	13.0
40.0	-35.0	4.0
39.0	-34.0	-17.0
18.0	-38.0	-37.0
